TimeUTC,TimeDK,PriceArea,SatisfiedDemand,ImbalancePriceEUR,ImbalancePriceDKK,SpotPriceEUR,DominatingDirection,aFRRUpMW,aFRRVWAUpEUR,aFRRVWAUpDKK,aFRRDownMW,aFRRVWADownEUR,aFRRVWADownDKK,mFRRMarginalPriceUpEUR,mFRRMarginalPriceUpDKK,mFRRMarginalPriceDownEUR,mFRRMarginalPriceDownDKK
2026-01-01 12:15:00,2026-01-01T13:15:00,DK1,-128.0,-1.0,-7.47,6.68,-1.0,9.86,28.47,212.64,-0.05,45.33,338.57,6.68,49.89,-1.0,-7.47
2026-01-01 12:30:00,2026-01-01T13:30:00,DK1,33.0,19.72,147.29,6.69,1.0,2.54,19.72,147.29,-0.78,41.93,313.17,6.69,49.97,5.5,41.08
2026-01-01 12:45:00,2026-01-01T13:45:00,DK1,47.0,59.58,445.0,7.05,1.0,24.25,59.58,445.0,0.0,0.0,0.0,7.05,52.66,-1.0,-7.47
2026-01-01 13:00:00,2026-01-01T14:00:00,DK1,61.0,45.53,340.06,7.55,1.0,7.13,45.53,340.06,-9.98,1.44,10.76,21.0,156.85,7.55,56.39
2026-01-01 13:15:00,2026-01-01T14:15:00,DK1,73.0,27.13,202.63,9.31,1.0,1.58,27.13,202.63,-0.9,23.15,172.91,9.31,69.54,9.26,69.16
2026-01-01 13:30:00,2026-01-01T14:30:00,DK1,-478.0,-66.95,-500.04,10.51,-1.0,23.43,78.79,588.47,0.0,0.0,0.0,10.51,78.5,-66.95,-500.04
2026-01-01 13:45:00,2026-01-01T14:45:00,DK1,-325.0,0.0,0.0,12.51,-1.0,5.48,66.88,499.52,-0.81,26.64,198.97,12.51,93.44,0.0,0.0
2026-01-01 14:00:00,2026-01-01T15:00:00,DK1,-1673.0,-16.07,-120.03,10.95,-1.0,31.55,85.8,640.83,0.0,0.0,0.0,10.95,81.78,-16.07,-120.03
2026-01-01 14:15:00,2026-01-01T15:15:00,DK1,-600.0,-10.0,-74.69,15.46,-1.0,3.11,66.46,496.38,-0.26,26.78,200.02,15.46,115.47,-10.0,-74.69
2026-01-01 14:30:00,2026-01-01T15:30:00,DK1,-400.0,-10.0,-74.69,15.55,-1.0,1.25,32.74,244.53,-0.16,42.66,318.62,15.55,116.14,-10.0,-74.69
2026-01-01 14:45:00,2026-01-01T15:45:00,DK1,-794.0,-10.04,-74.99,18.71,-1.0,4.5,35.35,264.03,-0.03,46.2,345.06,18.71,139.74,-10.04,-74.99
2026-01-01 15:00:00,2026-01-01T16:00:00,DK1,-538.0,-10.0,-74.69,18.74,-1.0,1.58,37.62,280.98,-0.18,53.49,399.51,18.74,139.97,-10.0,-74.69
2026-01-01 15:15:00,2026-01-01T16:15:00,DK1,-557.0,-10.04,-74.99,20.59,-1.0,0.22,24.61,183.81,-2.25,36.47,272.39,20.59,153.78,-10.04,-74.99
2026-01-01 15:30:00,2026-01-01T16:30:00,DK1,-470.0,-6.69,-49.97,23.77,-1.0,0.02,13.39,100.01,-3.71,33.28,248.56,23.77,177.54,-6.69,-49.97
2026-01-01 15:45:00,2026-01-01T16:45:00,DK1,-567.0,3.35,25.02,31.12,-1.0,0.02,18.13,135.41,-16.36,19.43,145.12,31.12,232.43,3.35,25.02
2026-01-01 16:00:00,2026-01-01T17:00:00,DK1,-726.0,-10.0,-74.69,26.78,-1.0,0.0,0.0,0.0,-18.19,14.07,105.09,26.78,200.02,-10.0,-74.69
2026-01-01 16:15:00,2026-01-01T17:15:00,DK1,-730.0,-10.0,-74.69,31.5,-1.0,0.0,0.0,0.0,-17.43,16.24,121.29,31.5,235.27,-10.0,-74.69
2026-01-01 16:30:00,2026-01-01T17:30:00,DK1,-854.0,-10.0,-74.69,35.8,-1.0,0.6,27.72,207.04,-0.46,46.85,349.92,35.8,267.39,-10.0,-74.69
2026-01-01 16:45:00,2026-01-01T17:45:00,DK1,-708.0,-10.0,-74.69,34.92,-1.0,1.35,42.87,320.19,-0.01,30.13,225.04,34.92,260.81,-10.0,-74.69
2026-01-01 17:00:00,2026-01-01T18:00:00,DK1,-464.0,-1.0,-7.47,29.38,-1.0,2.26,35.7,266.64,0.0,33.48,250.06,29.38,219.44,-1.0,-7.47
2026-01-01 17:15:00,2026-01-01T18:15:00,DK1,-577.0,-1.0,-7.47,31.66,-1.0,4.48,58.14,434.24,-0.1,47.02,351.19,31.66,236.47,-1.0,-7.47
2026-01-01 17:30:00,2026-01-01T18:30:00,DK1,-462.0,0.54,4.03,24.09,-1.0,3.43,38.38,286.66,-0.22,34.35,256.56,24.09,179.93,0.54,4.03
2026-01-01 17:45:00,2026-01-01T18:45:00,DK1,-534.0,-1.0,-7.47,19.9,-1.0,3.38,39.0,291.29,-0.06,52.99,395.78,19.9,148.63,-1.0,-7.47
2026-01-01 18:00:00,2026-01-01T19:00:00,DK1,-699.0,-10.0,-74.69,30.64,-1.0,0.93,64.32,480.4,-0.48,35.02,261.56,30.64,228.85,-10.0,-74.69
2026-01-01 18:15:00,2026-01-01T19:15:00,DK1,-588.0,8.7,64.98,21.04,-1.0,0.0,0.0,0.0,-6.2,29.68,221.68,21.04,157.15,8.7,64.98
2026-01-01 18:30:00,2026-01-01T19:30:00,DK1,-461.0,11.79,88.06,22.78,-1.0,0.0,0.0,0.0,-7.55,32.49,242.66,22.78,170.14,11.79,88.06
2026-01-01 18:45:00,2026-01-01T19:45:00,DK1,-519.0,-6.7,-50.04,21.97,-1.0,0.0,0.0,0.0,-5.76,33.82,252.6,21.97,164.09,-6.7,-50.04
2026-01-01 19:00:00,2026-01-01T20:00:00,DK1,-418.0,20.8,155.35,24.43,-1.0,3.32,64.04,478.31,-1.49,42.08,314.29,24.43,182.47,20.8,155.35
2026-01-01 19:15:00,2026-01-01T20:15:00,DK1,-464.0,12.88,96.2,23.71,-1.0,5.58,76.35,570.25,-1.26,27.67,206.66,23.71,177.09,12.88,96.2
2026-01-01 19:30:00,2026-01-01T20:30:00,DK1,-422.0,9.0,67.22,21.21,-1.0,0.0,0.0,0.0,-9.12,27.12,202.56,21.21,158.42,9.0,67.22
2026-01-01 19:45:00,2026-01-01T20:45:00,DK1,-386.0,19.73,147.36,19.73,-1.0,0.0,0.0,0.0,-8.25,28.17,210.4,43.76,326.84,19.73,147.36
2026-01-01 20:00:00,2026-01-01T21:00:00,DK1,-543.0,5.36,40.03,21.38,-1.0,37.59,121.6,908.22,-0.37,36.01,268.96,21.38,159.69,5.36,40.03
2026-01-01 20:15:00,2026-01-01T21:15:00,DK1,-707.0,-10.0,-74.69,19.54,-1.0,37.59,116.11,867.21,0.0,0.0,0.0,19.54,145.94,-10.0,-74.69
2026-01-01 20:30:00,2026-01-01T21:30:00,DK1,-471.0,6.32,47.2,33.82,-1.0,7.63,86.92,649.2,-0.05,26.91,200.99,33.82,252.6,6.32,47.2
2026-01-01 20:45:00,2026-01-01T21:45:00,DK1,-535.0,9.22,68.86,49.39,-1.0,0.18,31.44,234.82,-3.12,31.34,234.08,49.39,368.89,9.22,68.86
2026-01-01 21:00:00,2026-01-01T22:00:00,DK1,-580.0,0.54,4.03,16.06,-1.0,20.81,109.83,820.31,-0.19,28.09,209.8,16.06,119.95,0.54,4.03
2026-01-01 21:15:00,2026-01-01T22:15:00,DK1,-492.0,9.22,68.86,21.5,-1.0,1.39,49.53,369.93,-2.43,25.31,189.04,21.5,160.58,9.22,68.86
2026-01-01 21:30:00,2026-01-01T22:30:00,DK1,-512.0,8.19,61.17,40.01,-1.0,0.0,44.5,332.37,-8.35,27.21,203.23,40.01,298.83,8.19,61.17
2026-01-01 21:45:00,2026-01-01T22:45:00,DK1,-645.0,5.86,43.77,41.0,-1.0,0.0,13.39,100.01,-4.15,29.83,222.8,41.0,306.22,5.86,43.77
2026-01-01 22:00:00,2026-01-01T23:00:00,DK1,-572.0,9.22,68.86,33.47,-1.0,1.64,36.58,273.21,-0.83,28.12,210.03,33.47,249.98,9.22,68.86
2026-01-01 22:15:00,2026-01-01T23:15:00,DK1,-713.0,0.54,4.03,30.13,-1.0,1.58,47.28,353.13,-0.93,32.17,240.27,30.13,225.04,0.54,4.03
2026-01-01 22:30:00,2026-01-01T23:30:00,DK1,-814.0,-13.38,-99.93,34.0,-1.0,2.55,73.0,545.23,-0.57,34.69,259.1,34.0,253.94,-13.38,-99.93
2026-01-01 22:45:00,2026-01-01T23:45:00,DK1,-914.0,-13.39,-100.01,33.01,-1.0,0.0,40.59,303.16,-2.13,30.69,229.22,33.01,246.55,-13.39,-100.01
2026-01-01 23:00:00,2026-01-02T00:00:00,DK1,-1199.0,-20.08,-149.98,15.58,-1.0,4.83,64.75,483.61,-1.28,24.6,183.73,15.58,116.37,-20.08,-149.98
2026-01-01 23:15:00,2026-01-02T00:15:00,DK1,-1324.0,-20.08,-149.98,16.0,-1.0,14.52,87.84,656.07,0.0,20.36,152.07,16.0,119.5,-20.08,-149.98
2026-01-01 23:30:00,2026-01-02T00:30:00,DK1,-1119.0,-24.1,-180.0,15.57,-1.0,8.44,74.19,554.12,-0.4,33.97,253.72,15.57,116.29,-24.1,-180.0
2026-01-01 23:45:00,2026-01-02T00:45:00,DK1,-1022.0,-26.64,-198.97,14.99,-1.0,0.35,12.92,96.5,-0.44,38.88,290.39,14.99,111.96,-26.64,-198.97
2026-01-02 00:00:00,2026-01-02T01:00:00,DK1,-867.0,-10.04,-74.99,15.56,-1.0,11.86,84.83,633.63,-0.46,26.46,197.64,15.56,116.22,-10.04,-74.99
2026-01-02 00:15:00,2026-01-02T01:15:00,DK1,-349.0,-10.0,-74.69,15.56,-1.0,0.22,40.23,300.49,-1.02,28.42,212.28,15.56,116.22,-10.0,-74.69
2026-01-02 00:30:00,2026-01-02T01:30:00,DK1,-430.0,-6.7,-50.04,13.04,-1.0,0.26,12.42,92.77,-1.25,30.74,229.61,13.04,97.4,-6.7,-50.04
2026-01-02 00:45:00,2026-01-02T01:45:00,DK1,-209.0,9.94,74.25,9.94,-1.0,0.72,28.65,214.0,-2.67,29.0,216.61,40.0,298.78,9.94,74.25
2026-01-02 01:00:00,2026-01-02T02:00:00,DK1,-449.0,-10.0,-74.69,20.0,-1.0,21.41,91.79,685.62,0.0,0.0,0.0,20.0,149.39,-10.0,-74.69
2026-01-02 01:15:00,2026-01-02T02:15:00,DK1,288.0,46.86,350.02,15.57,1.0,1.53,43.39,324.1,-3.99,35.67,266.43,46.86,350.02,15.57,116.3
2026-01-02 01:30:00,2026-01-02T02:30:00,DK1,0.0,14.42,107.71,14.42,0.0,44.78,973.06,7268.17,-0.45,53.06,396.33,43.0,321.18,14.42,107.71
2026-01-02 01:45:00,2026-01-02T02:45:00,DK1,175.0,437.8,3270.1,9.99,1.0,74.59,437.8,3270.1,0.0,0.0,0.0,60.39,451.08,9.99,74.62
2026-01-02 02:00:00,2026-01-02T03:00:00,DK1,344.0,86.6,646.85,9.99,1.0,27.99,86.6,646.85,0.0,58.73,438.68,60.27,450.18,9.99,74.62
2026-01-02 02:15:00,2026-01-02T03:15:00,DK1,222.0,46.86,350.02,7.75,1.0,0.07,13.11,97.92,-0.67,60.18,449.51,46.86,350.02,7.75,57.89
2026-01-02 02:30:00,2026-01-02T03:30:00,DK1,245.0,75.04,560.5,9.93,1.0,6.07,75.04,560.5,-0.4,56.25,420.15,57.61,430.31,9.93,74.17
2026-01-02 02:45:00,2026-01-02T03:45:00,DK1,196.0,79.96,597.25,7.6,1.0,27.52,79.96,597.25,0.0,0.0,0.0,44.0,328.65,7.6,56.77
2026-01-02 03:00:00,2026-01-02T04:00:00,DK1,-171.0,9.42,70.36,9.42,-1.0,14.26,74.9,559.46,0.0,0.0,0.0,29.0,216.61,9.42,70.36
2026-01-02 03:15:00,2026-01-02T04:15:00,DK1,-109.0,9.42,70.36,9.42,-1.0,45.51,102.74,767.41,0.0,0.0,0.0,37.7,281.6,9.42,70.36
2026-01-02 03:30:00,2026-01-02T04:30:00,DK1,-77.0,10.0,74.69,10.0,-1.0,57.6,111.72,834.48,0.0,0.0,0.0,45.0,336.12,10.0,74.69
2026-01-02 03:45:00,2026-01-02T04:45:00,DK1,-48.0,11.17,83.43,11.17,-1.0,25.07,80.46,600.99,0.0,0.0,0.0,50.0,373.47,11.17,83.43
2026-01-02 04:00:00,2026-01-02T05:00:00,DK1,-63.0,9.82,73.35,9.82,-1.0,3.45,33.34,249.03,0.0,0.0,0.0,39.0,291.31,9.82,73.35
2026-01-02 04:15:00,2026-01-02T05:15:00,DK1,-306.0,14.0,104.57,14.0,-1.0,11.66,84.34,629.97,-0.01,53.56,400.06,14.47,108.08,14.0,104.57
2026-01-02 04:30:00,2026-01-02T05:30:00,DK1,-419.0,0.0,0.0,15.57,-1.0,29.35,89.49,668.44,0.0,0.0,0.0,15.57,116.3,0.0,0.0
2026-01-02 04:45:00,2026-01-02T05:45:00,DK1,-532.0,-5.0,-37.35,22.83,-1.0,13.56,76.94,574.7,0.0,53.56,400.06,22.83,170.53,-5.0,-37.35
2026-01-02 05:00:00,2026-01-02T06:00:00,DK1,-416.0,-10.0,-74.69,12.41,-1.0,2.84,92.33,689.65,-0.8,48.4,361.52,12.41,92.7,-10.0,-74.69
2026-01-02 05:15:00,2026-01-02T06:15:00,DK1,-416.0,0.54,4.03,22.45,-1.0,2.57,82.37,615.25,-1.3,57.2,427.25,22.45,167.69,0.54,4.03
2026-01-02 05:30:00,2026-01-02T06:30:00,DK1,-432.0,-2.0,-14.94,30.66,-1.0,0.15,57.64,430.54,-0.76,66.19,494.4,30.66,229.01,-2.0,-14.94
2026-01-02 05:45:00,2026-01-02T06:45:00,DK1,-289.0,9.22,68.87,38.76,-1.0,0.28,43.38,324.02,-5.23,38.76,289.51,38.76,289.51,9.22,68.87
2026-01-02 06:00:00,2026-01-02T07:00:00,DK1,-438.0,6.5,48.55,35.31,-1.0,0.46,40.49,302.44,-0.62,52.76,394.09,35.31,263.74,6.5,48.55
2026-01-02 06:15:00,2026-01-02T07:15:00,DK1,-249.0,12.07,90.16,44.26,-1.0,0.0,0.0,0.0,-6.55,42.75,319.32,44.26,330.6,12.07,90.16
2026-01-02 06:30:00,2026-01-02T07:30:00,DK1,-139.0,37.28,278.46,59.99,-1.0,0.0,0.0,0.0,-13.61,37.28,278.46,59.99,448.09,43.59,325.59
2026-01-02 06:45:00,2026-01-02T07:45:00,DK1,-107.0,12.05,90.01,66.68,-1.0,0.14,62.8,469.08,-8.35,37.05,276.74,66.68,498.06,12.05,90.01
2026-01-02 07:00:00,2026-01-02T08:00:00,DK1,-86.0,9.22,68.87,66.33,-1.0,0.03,40.17,300.05,-1.63,52.52,392.29,66.33,495.45,9.22,68.87
2026-01-02 07:15:00,2026-01-02T08:15:00,DK1,-109.0,12.0,89.63,68.58,-1.0,0.04,58.5,436.96,-0.71,54.54,407.38,68.58,512.25,12.0,89.63
2026-01-02 07:30:00,2026-01-02T08:30:00,DK1,-91.0,21.0,156.86,69.93,-1.0,0.29,52.19,389.83,-0.22,54.44,406.63,69.93,522.34,21.0,156.86
2026-01-02 07:45:00,2026-01-02T08:45:00,DK1,-62.0,32.0,239.02,70.63,-1.0,0.08,48.88,365.1,-0.02,54.31,405.66,70.63,527.56,32.0,239.02
2026-01-02 08:00:00,2026-01-02T09:00:00,DK1,-125.0,34.14,255.01,70.51,-1.0,26.36,618.24,4617.88,0.0,0.0,0.0,70.51,526.67,34.14,255.01
2026-01-02 08:15:00,2026-01-02T09:15:00,DK1,-66.0,46.37,346.36,70.5,-1.0,29.49,370.05,2764.05,0.0,0.0,0.0,70.5,526.59,46.37,346.36
2026-01-02 08:30:00,2026-01-02T09:30:00,DK1,88.0,106.78,797.58,71.63,1.0,15.07,106.78,797.58,0.0,0.0,0.0,71.63,535.03,71.63,535.03
2026-01-02 08:45:00,2026-01-02T09:45:00,DK1,166.0,108.04,806.99,72.15,1.0,7.43,108.04,806.99,-0.6,52.78,394.23,72.15,538.92,72.15,538.92
2026-01-02 09:00:00,2026-01-02T10:00:00,DK1,361.0,122.78,917.09,62.85,1.0,14.98,122.78,917.09,0.0,0.0,0.0,73.85,551.62,62.85,469.45
2026-01-02 09:15:00,2026-01-02T10:15:00,DK1,341.0,93.58,698.99,60.37,1.0,9.07,93.58,698.99,0.0,0.0,0.0,60.37,450.93,60.37,450.93
2026-01-02 09:30:00,2026-01-02T10:30:00,DK1,172.0,106.95,798.85,56.98,1.0,19.04,106.95,798.85,0.0,0.0,0.0,56.98,425.61,20.47,152.9
2026-01-02 09:45:00,2026-01-02T10:45:00,DK1,62.0,95.11,710.41,56.54,1.0,11.55,95.11,710.41,-0.01,53.55,399.99,56.54,422.32,9.22,68.87
2026-01-02 10:00:00,2026-01-02T11:00:00,DK1,-51.0,9.22,68.87,55.33,-1.0,7.19,97.47,728.04,0.0,53.55,399.99,55.33,413.28,9.22,68.87
2026-01-02 10:15:00,2026-01-02T11:15:00,DK1,-183.0,11.83,88.36,59.1,-1.0,2.04,68.78,513.75,0.0,0.0,0.0,59.1,441.44,11.83,88.36
2026-01-02 10:30:00,2026-01-02T11:30:00,DK1,-246.0,52.0,388.41,58.49,-1.0,2.67,72.79,543.7,0.0,53.55,399.99,58.49,436.89,52.0,388.41
2026-01-02 10:45:00,2026-01-02T11:45:00,DK1,-214.0,47.89,357.71,54.78,-1.0,0.97,66.93,499.93,-0.36,47.89,357.71,56.42,421.42,54.78,409.17
2026-01-02 11:00:00,2026-01-02T12:00:00,DK1,-107.0,35.21,263.0,54.82,-1.0,0.48,60.78,453.99,-5.05,35.21,263.0,80.93,604.5,54.82,409.47
2026-01-02 11:15:00,2026-01-02T12:15:00,DK1,-125.0,53.55,399.99,57.5,-1.0,0.46,60.3,450.4,-0.05,53.55,399.99,76.0,567.67,57.5,429.49
2026-01-02 11:30:00,2026-01-02T12:30:00,DK1,123.0,79.0,590.08,60.0,1.0,0.0,52.95,395.5,-0.58,45.09,336.8,79.0,590.08,60.0,448.16
2026-01-02 11:45:00,2026-01-02T12:45:00,DK1,433.0,81.0,605.02,59.69,1.0,0.08,58.16,434.42,-4.61,41.54,310.28,81.0,605.02,59.69,445.85
