TimeUTC,TimeDK,PriceArea,UpDemandMW,UpProcuredMW,UpPriceEUR,UpPriceDKK,DownDemandMW,DownProcuredMW,DownPriceEUR,DownPriceDKK
2024-01-01 00:00:00,2024-01-01T01:00:00,DK2,,187.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 01:00:00,2024-01-01T02:00:00,DK2,,187.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 02:00:00,2024-01-01T03:00:00,DK2,,187.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 03:00:00,2024-01-01T04:00:00,DK2,,187.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 04:00:00,2024-01-01T05:00:00,DK2,,187.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 05:00:00,2024-01-01T06:00:00,DK2,,227.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 06:00:00,2024-01-01T07:00:00,DK2,,226.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 07:00:00,2024-01-01T08:00:00,DK2,,226.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 08:00:00,2024-01-01T09:00:00,DK2,,224.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 09:00:00,2024-01-01T10:00:00,DK2,,225.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 10:00:00,2024-01-01T11:00:00,DK2,,225.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 11:00:00,2024-01-01T12:00:00,DK2,,214.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 12:00:00,2024-01-01T13:00:00,DK2,,213.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 13:00:00,2024-01-01T14:00:00,DK2,,213.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 14:00:00,2024-01-01T15:00:00,DK2,,215.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 15:00:00,2024-01-01T16:00:00,DK2,,227.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 16:00:00,2024-01-01T17:00:00,DK2,,187.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 17:00:00,2024-01-01T18:00:00,DK2,,187.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 18:00:00,2024-01-01T19:00:00,DK2,,187.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 19:00:00,2024-01-01T20:00:00,DK2,,187.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 20:00:00,2024-01-01T21:00:00,DK2,,187.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 21:00:00,2024-01-01T22:00:00,DK2,,187.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 22:00:00,2024-01-01T23:00:00,DK2,,187.0,7.51,55.971279,,0.0,0.0,0.0
2024-01-01 23:00:00,2024-01-02T00:00:00,DK2,,213.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 00:00:00,2024-01-02T01:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 01:00:00,2024-01-02T02:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 02:00:00,2024-01-02T03:00:00,DK2,,213.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 03:00:00,2024-01-02T04:00:00,DK2,,213.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 04:00:00,2024-01-02T05:00:00,DK2,,213.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 05:00:00,2024-01-02T06:00:00,DK2,,213.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 06:00:00,2024-01-02T07:00:00,DK2,,210.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 07:00:00,2024-01-02T08:00:00,DK2,,210.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 08:00:00,2024-01-02T09:00:00,DK2,,210.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 09:00:00,2024-01-02T10:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 10:00:00,2024-01-02T11:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 11:00:00,2024-01-02T12:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 12:00:00,2024-01-02T13:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 13:00:00,2024-01-02T14:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 14:00:00,2024-01-02T15:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 15:00:00,2024-01-02T16:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 16:00:00,2024-01-02T17:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 17:00:00,2024-01-02T18:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 18:00:00,2024-01-02T19:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 19:00:00,2024-01-02T20:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 20:00:00,2024-01-02T21:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 21:00:00,2024-01-02T22:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 22:00:00,2024-01-02T23:00:00,DK2,,187.0,7.51,55.987801,,0.0,0.0,0.0
2024-01-02 23:00:00,2024-01-03T00:00:00,DK2,,212.0,7.51,56.010331,,0.0,0.0,0.0
2024-01-03 00:00:00,2024-01-03T01:00:00,DK2,,212.0,7.51,56.010331,,0.0,0.0,0.0
2024-01-03 01:00:00,2024-01-03T02:00:00,DK2,,187.0,7.51,56.010331,,0.0,0.0,0.0
2024-01-03 02:00:00,2024-01-03T03:00:00,DK2,,212.0,7.51,56.010331,,0.0,0.0,0.0
2024-01-03 03:00:00,2024-01-03T04:00:00,DK2,,212.0,7.51,56.010331,,0.0,0.0,0.0
2024-01-03 04:00:00,2024-01-03T05:00:00,DK2,,212.0,7.51,56.010331,,0.0,0.0,0.0
