hour_utc,hour_dk,price_area,spot_price_dkk,spot_price_eur
2025-01-01 00:00:00,2025-01-01T01:00:00,SE3,18.42,2.47
2025-01-01 01:00:00,2025-01-01T02:00:00,SE3,18.200001,2.44
2025-01-01 02:00:00,2025-01-01T03:00:00,SE3,14.77,1.98
2025-01-01 03:00:00,2025-01-01T04:00:00,SE3,13.35,1.79
2025-01-01 04:00:00,2025-01-01T05:00:00,SE3,20.209999,2.71
2025-01-01 05:00:00,2025-01-01T06:00:00,SE3,13.28,1.78
2025-01-01 06:00:00,2025-01-01T07:00:00,SE3,15.14,2.03
2025-01-01 07:00:00,2025-01-01T08:00:00,SE3,21.780001,2.92
2025-01-01 08:00:00,2025-01-01T09:00:00,SE3,24.389999,3.27
2025-01-01 09:00:00,2025-01-01T10:00:00,SE3,31.99,4.29
2025-01-01 10:00:00,2025-01-01T11:00:00,SE3,33.040001,4.43
2025-01-01 11:00:00,2025-01-01T12:00:00,SE3,33.110001,4.44
2025-01-01 12:00:00,2025-01-01T13:00:00,SE3,33.560001,4.5
2025-01-01 13:00:00,2025-01-01T14:00:00,SE3,44.669998,5.99
2025-01-01 14:00:00,2025-01-01T15:00:00,SE3,91.43,12.26
2025-01-01 15:00:00,2025-01-01T16:00:00,SE3,140.509995,18.84
2025-01-01 16:00:00,2025-01-01T17:00:00,SE3,154.300003,20.690001
2025-01-01 17:00:00,2025-01-01T18:00:00,SE3,121.639999,16.309999
2025-01-01 18:00:00,2025-01-01T19:00:00,SE3,74.580002,10.0
2025-01-01 19:00:00,2025-01-01T20:00:00,SE3,60.189999,8.07
2025-01-01 20:00:00,2025-01-01T21:00:00,SE3,51.310001,6.88
2025-01-01 21:00:00,2025-01-01T22:00:00,SE3,71.889999,9.64
2025-01-01 22:00:00,2025-01-01T23:00:00,SE3,52.5,7.04
2025-01-01 23:00:00,2025-01-02T00:00:00,SE3,25.360001,3.4
2025-01-02 00:00:00,2025-01-02T01:00:00,SE3,24.24,3.25
2025-01-02 01:00:00,2025-01-02T02:00:00,SE3,29.83,4.0
2025-01-02 02:00:00,2025-01-02T03:00:00,SE3,49.889999,6.69
2025-01-02 03:00:00,2025-01-02T04:00:00,SE3,79.879997,10.71
2025-01-02 04:00:00,2025-01-02T05:00:00,SE3,132.529999,17.77
2025-01-02 05:00:00,2025-01-02T06:00:00,SE3,299.660004,40.18
2025-01-02 06:00:00,2025-01-02T07:00:00,SE3,700.900024,93.980003
2025-01-02 07:00:00,2025-01-02T08:00:00,SE3,884.890015,118.650002
2025-01-02 08:00:00,2025-01-02T09:00:00,SE3,930.460022,124.760002
2025-01-02 09:00:00,2025-01-02T10:00:00,SE3,919.950012,123.349998
2025-01-02 10:00:00,2025-01-02T11:00:00,SE3,824.109985,110.5
2025-01-02 11:00:00,2025-01-02T12:00:00,SE3,752.070007,100.839996
2025-01-02 12:00:00,2025-01-02T13:00:00,SE3,791.299988,106.099998
2025-01-02 13:00:00,2025-01-02T14:00:00,SE3,839.469971,112.559998
2025-01-02 14:00:00,2025-01-02T15:00:00,SE3,953.280029,127.82
2025-01-02 15:00:00,2025-01-02T16:00:00,SE3,1009.219971,135.320007
2025-01-02 16:00:00,2025-01-02T17:00:00,SE3,1118.780029,150.009995
2025-01-02 17:00:00,2025-01-02T18:00:00,SE3,1096.47998,147.020004
2025-01-02 18:00:00,2025-01-02T19:00:00,SE3,807.929993,108.330002
2025-01-02 19:00:00,2025-01-02T20:00:00,SE3,772.200012,103.540001
2025-01-02 20:00:00,2025-01-02T21:00:00,SE3,569.419983,76.349998
2025-01-02 21:00:00,2025-01-02T22:00:00,SE3,461.350006,61.860001
2025-01-02 22:00:00,2025-01-02T23:00:00,SE3,366.640015,49.16
2025-01-02 23:00:00,2025-01-03T00:00:00,SE3,320.790009,43.009998
2025-01-03 00:00:00,2025-01-03T01:00:00,SE3,284.540009,38.150002
2025-01-03 01:00:00,2025-01-03T02:00:00,SE3,262.690002,35.220001
2025-01-03 02:00:00,2025-01-03T03:00:00,SE3,249.339996,33.43
2025-01-03 03:00:00,2025-01-03T04:00:00,SE3,221.740005,29.73
2025-01-03 04:00:00,2025-01-03T05:00:00,SE3,228.080002,30.58
2025-01-03 05:00:00,2025-01-03T06:00:00,SE3,286.109985,38.360001
2025-01-03 06:00:00,2025-01-03T07:00:00,SE3,390.230011,52.32
2025-01-03 07:00:00,2025-01-03T08:00:00,SE3,603.390015,80.900002
2025-01-03 08:00:00,2025-01-03T09:00:00,SE3,597.950012,80.169998
2025-01-03 09:00:00,2025-01-03T10:00:00,SE3,567.820007,76.129997
2025-01-03 10:00:00,2025-01-03T11:00:00,SE3,511.429993,68.57
2025-01-03 11:00:00,2025-01-03T12:00:00,SE3,410.519989,55.040001
2025-01-03 12:00:00,2025-01-03T13:00:00,SE3,398.959991,53.490002
2025-01-03 13:00:00,2025-01-03T14:00:00,SE3,402.459991,53.959999
2025-01-03 14:00:00,2025-01-03T15:00:00,SE3,550.070007,73.75
2025-01-03 15:00:00,2025-01-03T16:00:00,SE3,751.369995,100.739998
2025-01-03 16:00:00,2025-01-03T17:00:00,SE3,793.51001,106.389999
2025-01-03 17:00:00,2025-01-03T18:00:00,SE3,814.619995,109.220001
2025-01-03 18:00:00,2025-01-03T19:00:00,SE3,755.320007,101.269997
2025-01-03 19:00:00,2025-01-03T20:00:00,SE3,630.169983,84.489998
2025-01-03 20:00:00,2025-01-03T21:00:00,SE3,608.76001,81.620003
2025-01-03 21:00:00,2025-01-03T22:00:00,SE3,508.0,68.110001
2025-01-03 22:00:00,2025-01-03T23:00:00,SE3,511.649994,68.599998
2025-01-03 23:00:00,2025-01-04T00:00:00,SE3,381.209991,51.099998
2025-01-04 00:00:00,2025-01-04T01:00:00,SE3,356.660004,47.810001
2025-01-04 01:00:00,2025-01-04T02:00:00,SE3,329.359985,44.150002
2025-01-04 02:00:00,2025-01-04T03:00:00,SE3,329.51001,44.169998
2025-01-04 03:00:00,2025-01-04T04:00:00,SE3,320.559998,42.970001
2025-01-04 04:00:00,2025-01-04T05:00:00,SE3,322.720001,43.259998
2025-01-04 05:00:00,2025-01-04T06:00:00,SE3,433.649994,58.130001
2025-01-04 06:00:00,2025-01-04T07:00:00,SE3,628.429993,84.239998
2025-01-04 07:00:00,2025-01-04T08:00:00,SE3,747.5,100.199997
2025-01-04 08:00:00,2025-01-04T09:00:00,SE3,789.650024,105.849998
2025-01-04 09:00:00,2025-01-04T10:00:00,SE3,793.969971,106.43
2025-01-04 10:00:00,2025-01-04T11:00:00,SE3,787.559998,105.57
2025-01-04 11:00:00,2025-01-04T12:00:00,SE3,771.289978,103.389999
2025-01-04 12:00:00,2025-01-04T13:00:00,SE3,582.330017,78.059998
2025-01-04 13:00:00,2025-01-04T14:00:00,SE3,836.48999,112.129997
2025-01-04 14:00:00,2025-01-04T15:00:00,SE3,1018.590027,136.539993
2025-01-04 15:00:00,2025-01-04T16:00:00,SE3,1080.660034,144.860001
2025-01-04 16:00:00,2025-01-04T17:00:00,SE3,1111.699951,149.020004
2025-01-04 17:00:00,2025-01-04T18:00:00,SE3,1066.709961,142.990005
2025-01-04 18:00:00,2025-01-04T19:00:00,SE3,1015.309998,136.100006
2025-01-04 19:00:00,2025-01-04T20:00:00,SE3,895.059998,119.980003
2025-01-04 20:00:00,2025-01-04T21:00:00,SE3,869.02002,116.489998
2025-01-04 21:00:00,2025-01-04T22:00:00,SE3,559.72998,75.029999
2025-01-04 22:00:00,2025-01-04T23:00:00,SE3,466.920013,62.59
2025-01-04 23:00:00,2025-01-05T00:00:00,SE3,412.079987,55.25
2025-01-05 00:00:00,2025-01-05T01:00:00,SE3,417.600006,55.990002
2025-01-05 01:00:00,2025-01-05T02:00:00,SE3,424.910004,56.970001
2025-01-05 02:00:00,2025-01-05T03:00:00,SE3,439.600006,58.939999
2025-01-05 03:00:00,2025-01-05T04:00:00,SE3,505.459991,67.769997
2025-01-05 04:00:00,2025-01-05T05:00:00,SE3,515.530029,69.120003
2025-01-05 05:00:00,2025-01-05T06:00:00,SE3,618.679993,82.949997
2025-01-05 06:00:00,2025-01-05T07:00:00,SE3,620.919983,83.25
2025-01-05 07:00:00,2025-01-05T08:00:00,SE3,648.070007,86.889999
2025-01-05 08:00:00,2025-01-05T09:00:00,SE3,679.169983,91.059998
