hour_utc,hour_dk,price_area,spot_price_dkk,spot_price_eur
2025-01-01 00:00:00,2025-01-01T01:00:00,NO2,104.779999,14.05
2025-01-01 01:00:00,2025-01-01T02:00:00,NO2,92.400002,12.39
2025-01-01 02:00:00,2025-01-01T03:00:00,NO2,98.519997,13.21
2025-01-01 03:00:00,2025-01-01T04:00:00,NO2,91.209999,12.23
2025-01-01 04:00:00,2025-01-01T05:00:00,NO2,50.189999,6.73
2025-01-01 05:00:00,2025-01-01T06:00:00,NO2,114.629997,15.37
2025-01-01 06:00:00,2025-01-01T07:00:00,NO2,120.150002,16.110001
2025-01-01 07:00:00,2025-01-01T08:00:00,NO2,123.43,16.549999
2025-01-01 08:00:00,2025-01-01T09:00:00,NO2,133.869995,17.950001
2025-01-01 09:00:00,2025-01-01T10:00:00,NO2,157.059998,21.059999
2025-01-01 10:00:00,2025-01-01T11:00:00,NO2,175.559998,23.540001
2025-01-01 11:00:00,2025-01-01T12:00:00,NO2,202.259995,27.120001
2025-01-01 12:00:00,2025-01-01T13:00:00,NO2,202.850006,27.200001
2025-01-01 13:00:00,2025-01-01T14:00:00,NO2,202.179993,27.110001
2025-01-01 14:00:00,2025-01-01T15:00:00,NO2,201.509995,27.02
2025-01-01 15:00:00,2025-01-01T16:00:00,NO2,199.869995,26.799999
2025-01-01 16:00:00,2025-01-01T17:00:00,NO2,199.279999,26.719999
2025-01-01 17:00:00,2025-01-01T18:00:00,NO2,194.649994,26.1
2025-01-01 18:00:00,2025-01-01T19:00:00,NO2,198.380005,26.6
2025-01-01 19:00:00,2025-01-01T20:00:00,NO2,200.100006,26.83
2025-01-01 20:00:00,2025-01-01T21:00:00,NO2,201.509995,27.02
2025-01-01 21:00:00,2025-01-01T22:00:00,NO2,197.559998,26.49
2025-01-01 22:00:00,2025-01-01T23:00:00,NO2,192.119995,25.76
2025-01-01 23:00:00,2025-01-02T00:00:00,NO2,202.190002,27.110001
2025-01-02 00:00:00,2025-01-02T01:00:00,NO2,199.869995,26.799999
2025-01-02 01:00:00,2025-01-02T02:00:00,NO2,195.029999,26.15
2025-01-02 02:00:00,2025-01-02T03:00:00,NO2,204.199997,27.379999
2025-01-02 03:00:00,2025-01-02T04:00:00,NO2,218.970001,29.360001
2025-01-02 04:00:00,2025-01-02T05:00:00,NO2,238.509995,31.98
2025-01-02 05:00:00,2025-01-02T06:00:00,NO2,282.059998,37.82
2025-01-02 06:00:00,2025-01-02T07:00:00,NO2,660.859985,88.610001
2025-01-02 07:00:00,2025-01-02T08:00:00,NO2,864.76001,115.949997
2025-01-02 08:00:00,2025-01-02T09:00:00,NO2,893.77002,119.839996
2025-01-02 09:00:00,2025-01-02T10:00:00,NO2,901.22998,120.839996
2025-01-02 10:00:00,2025-01-02T11:00:00,NO2,807.47998,108.269997
2025-01-02 11:00:00,2025-01-02T12:00:00,NO2,726.409973,97.400002
2025-01-02 12:00:00,2025-01-02T13:00:00,NO2,761.460022,102.099998
2025-01-02 13:00:00,2025-01-02T14:00:00,NO2,804.200012,107.830002
2025-01-02 14:00:00,2025-01-02T15:00:00,NO2,912.119995,122.300003
2025-01-02 15:00:00,2025-01-02T16:00:00,NO2,977.669983,131.089996
2025-01-02 16:00:00,2025-01-02T17:00:00,NO2,1082.459961,145.139999
2025-01-02 17:00:00,2025-01-02T18:00:00,NO2,1037.859985,139.160004
2025-01-02 18:00:00,2025-01-02T19:00:00,NO2,776.380005,104.099998
2025-01-02 19:00:00,2025-01-02T20:00:00,NO2,742.0,99.489998
2025-01-02 20:00:00,2025-01-02T21:00:00,NO2,563.299988,75.529999
2025-01-02 21:00:00,2025-01-02T22:00:00,NO2,475.149994,63.709999
2025-01-02 22:00:00,2025-01-02T23:00:00,NO2,360.149994,48.290001
2025-01-02 23:00:00,2025-01-03T00:00:00,NO2,303.040009,40.630001
2025-01-03 00:00:00,2025-01-03T01:00:00,NO2,274.179993,36.759998
2025-01-03 01:00:00,2025-01-03T02:00:00,NO2,253.369995,33.970001
2025-01-03 02:00:00,2025-01-03T03:00:00,NO2,248.669998,33.34
2025-01-03 03:00:00,2025-01-03T04:00:00,NO2,243.449997,32.639999
2025-01-03 04:00:00,2025-01-03T05:00:00,NO2,247.100006,33.130001
2025-01-03 05:00:00,2025-01-03T06:00:00,NO2,294.540009,39.490002
2025-01-03 06:00:00,2025-01-03T07:00:00,NO2,379.640015,50.900002
2025-01-03 07:00:00,2025-01-03T08:00:00,NO2,584.599976,78.379997
2025-01-03 08:00:00,2025-01-03T09:00:00,NO2,542.090027,72.68
2025-01-03 09:00:00,2025-01-03T10:00:00,NO2,544.840027,73.050003
2025-01-03 10:00:00,2025-01-03T11:00:00,NO2,438.26001,58.759998
2025-01-03 11:00:00,2025-01-03T12:00:00,NO2,366.959991,49.200001
2025-01-03 12:00:00,2025-01-03T13:00:00,NO2,354.5,47.529999
2025-01-03 13:00:00,2025-01-03T14:00:00,NO2,364.649994,48.889999
2025-01-03 14:00:00,2025-01-03T15:00:00,NO2,499.269989,66.940002
2025-01-03 15:00:00,2025-01-03T16:00:00,NO2,741.380005,99.400002
2025-01-03 16:00:00,2025-01-03T17:00:00,NO2,762.109985,102.18
2025-01-03 17:00:00,2025-01-03T18:00:00,NO2,776.210022,104.07
2025-01-03 18:00:00,2025-01-03T19:00:00,NO2,726.390015,97.389999
2025-01-03 19:00:00,2025-01-03T20:00:00,NO2,529.409973,70.980003
2025-01-03 20:00:00,2025-01-03T21:00:00,NO2,648.820007,86.989998
2025-01-03 21:00:00,2025-01-03T22:00:00,NO2,498.600006,66.849998
2025-01-03 22:00:00,2025-01-03T23:00:00,NO2,528.289978,70.830002
2025-01-03 23:00:00,2025-01-04T00:00:00,NO2,362.410004,48.580002
2025-01-04 00:00:00,2025-01-04T01:00:00,NO2,323.769989,43.400002
2025-01-04 01:00:00,2025-01-04T02:00:00,NO2,293.25,39.310001
2025-01-04 02:00:00,2025-01-04T03:00:00,NO2,290.790009,38.98
2025-01-04 03:00:00,2025-01-04T04:00:00,NO2,290.790009,38.98
2025-01-04 04:00:00,2025-01-04T05:00:00,NO2,290.869995,38.990002
2025-01-04 05:00:00,2025-01-04T06:00:00,NO2,411.350006,55.139999
2025-01-04 06:00:00,2025-01-04T07:00:00,NO2,716.090027,95.989998
2025-01-04 07:00:00,2025-01-04T08:00:00,NO2,883.419983,118.419998
2025-01-04 08:00:00,2025-01-04T09:00:00,NO2,928.179993,124.419998
2025-01-04 09:00:00,2025-01-04T10:00:00,NO2,922.140015,123.610001
2025-01-04 10:00:00,2025-01-04T11:00:00,NO2,908.859985,121.830002
2025-01-04 11:00:00,2025-01-04T12:00:00,NO2,918.849976,123.169998
2025-01-04 12:00:00,2025-01-04T13:00:00,NO2,638.880005,85.639999
2025-01-04 13:00:00,2025-01-04T14:00:00,NO2,970.030029,130.029999
2025-01-04 14:00:00,2025-01-04T15:00:00,NO2,998.530029,133.850006
2025-01-04 15:00:00,2025-01-04T16:00:00,NO2,877.969971,117.690002
2025-01-04 16:00:00,2025-01-04T17:00:00,NO2,1058.880005,141.940002
2025-01-04 17:00:00,2025-01-04T18:00:00,NO2,1029.339966,137.979996
2025-01-04 18:00:00,2025-01-04T19:00:00,NO2,987.710022,132.399994
2025-01-04 19:00:00,2025-01-04T20:00:00,NO2,924.75,123.959999
2025-01-04 20:00:00,2025-01-04T21:00:00,NO2,708.030029,94.910004
2025-01-04 21:00:00,2025-01-04T22:00:00,NO2,526.679993,70.599998
