hour_utc,hour_dk,price_area,spot_price_dkk,spot_price_eur
2024-01-01 00:00:00,2024-01-01T01:00:00,DE,0.07,0.01
2024-01-01 01:00:00,2024-01-01T02:00:00,DE,0.0,0.0
2024-01-01 02:00:00,2024-01-01T03:00:00,DE,-0.07,-0.01
2024-01-01 03:00:00,2024-01-01T04:00:00,DE,-0.22,-0.03
2024-01-01 04:00:00,2024-01-01T05:00:00,DE,-0.15,-0.02
2024-01-01 05:00:00,2024-01-01T06:00:00,DE,-0.37,-0.05
2024-01-01 06:00:00,2024-01-01T07:00:00,DE,-0.15,-0.02
2024-01-01 07:00:00,2024-01-01T08:00:00,DE,0.0,0.0
2024-01-01 08:00:00,2024-01-01T09:00:00,DE,0.3,0.04
2024-01-01 09:00:00,2024-01-01T10:00:00,DE,0.45,0.06
2024-01-01 10:00:00,2024-01-01T11:00:00,DE,4.03,0.54
2024-01-01 11:00:00,2024-01-01T12:00:00,DE,16.700001,2.24
2024-01-01 12:00:00,2024-01-01T13:00:00,DE,14.61,1.96
2024-01-01 13:00:00,2024-01-01T14:00:00,DE,7.75,1.04
2024-01-01 14:00:00,2024-01-01T15:00:00,DE,27.280001,3.66
2024-01-01 15:00:00,2024-01-01T16:00:00,DE,321.0,43.060001
2024-01-01 16:00:00,2024-01-01T17:00:00,DE,372.220001,49.93
2024-01-01 17:00:00,2024-01-01T18:00:00,DE,432.380005,58.0
2024-01-01 18:00:00,2024-01-01T19:00:00,DE,404.420013,54.25
2024-01-01 19:00:00,2024-01-01T20:00:00,DE,357.899994,48.009998
2024-01-01 20:00:00,2024-01-01T21:00:00,DE,320.179993,42.950001
2024-01-01 21:00:00,2024-01-01T22:00:00,DE,351.040009,47.09
2024-01-01 22:00:00,2024-01-01T23:00:00,DE,265.019989,35.549999
2024-01-01 23:00:00,2024-01-02T00:00:00,DE,228.039993,30.59
2024-01-02 00:00:00,2024-01-02T01:00:00,DE,149.619995,20.07
2024-01-02 01:00:00,2024-01-02T02:00:00,DE,231.320007,31.030001
2024-01-02 02:00:00,2024-01-02T03:00:00,DE,137.089996,18.389999
2024-01-02 03:00:00,2024-01-02T04:00:00,DE,82.599998,11.08
2024-01-02 04:00:00,2024-01-02T05:00:00,DE,102.730003,13.78
2024-01-02 05:00:00,2024-01-02T06:00:00,DE,355.070007,47.630001
2024-01-02 06:00:00,2024-01-02T07:00:00,DE,433.119995,58.099998
2024-01-02 07:00:00,2024-01-02T08:00:00,DE,489.549988,65.669998
2024-01-02 08:00:00,2024-01-02T09:00:00,DE,482.549988,64.730003
2024-01-02 09:00:00,2024-01-02T10:00:00,DE,514.22998,68.980003
2024-01-02 10:00:00,2024-01-02T11:00:00,DE,548.219971,73.540001
2024-01-02 11:00:00,2024-01-02T12:00:00,DE,582.659973,78.160004
2024-01-02 12:00:00,2024-01-02T13:00:00,DE,587.960022,78.870003
2024-01-02 13:00:00,2024-01-02T14:00:00,DE,590.719971,79.239998
2024-01-02 14:00:00,2024-01-02T15:00:00,DE,596.080017,79.959999
2024-01-02 15:00:00,2024-01-02T16:00:00,DE,622.169983,83.459999
2024-01-02 16:00:00,2024-01-02T17:00:00,DE,603.23999,80.919998
2024-01-02 17:00:00,2024-01-02T18:00:00,DE,558.72998,74.949997
2024-01-02 18:00:00,2024-01-02T19:00:00,DE,470.98999,63.18
2024-01-02 19:00:00,2024-01-02T20:00:00,DE,425.73999,57.110001
2024-01-02 20:00:00,2024-01-02T21:00:00,DE,349.549988,46.889999
2024-01-02 21:00:00,2024-01-02T22:00:00,DE,298.190002,40.0
2024-01-02 22:00:00,2024-01-02T23:00:00,DE,55.389999,7.43
2024-01-02 23:00:00,2024-01-03T00:00:00,DE,-0.6,-0.08
2024-01-03 00:00:00,2024-01-03T01:00:00,DE,-9.17,-1.23
2024-01-03 01:00:00,2024-01-03T02:00:00,DE,-9.69,-1.3
2024-01-03 02:00:00,2024-01-03T03:00:00,DE,-9.77,-1.31
2024-01-03 03:00:00,2024-01-03T04:00:00,DE,-9.77,-1.31
2024-01-03 04:00:00,2024-01-03T05:00:00,DE,-10.29,-1.38
2024-01-03 05:00:00,2024-01-03T06:00:00,DE,8.13,1.09
2024-01-03 06:00:00,2024-01-03T07:00:00,DE,302.600006,40.59
2024-01-03 07:00:00,2024-01-03T08:00:00,DE,444.399994,59.610001
2024-01-03 08:00:00,2024-01-03T09:00:00,DE,451.850006,60.610001
2024-01-03 09:00:00,2024-01-03T10:00:00,DE,424.940002,57.0
2024-01-03 10:00:00,2024-01-03T11:00:00,DE,409.209991,54.889999
2024-01-03 11:00:00,2024-01-03T12:00:00,DE,401.76001,53.889999
2024-01-03 12:00:00,2024-01-03T13:00:00,DE,405.709991,54.419998
2024-01-03 13:00:00,2024-01-03T14:00:00,DE,453.720001,60.860001
2024-01-03 14:00:00,2024-01-03T15:00:00,DE,500.839996,67.18
2024-01-03 15:00:00,2024-01-03T16:00:00,DE,548.619995,73.589996
2024-01-03 16:00:00,2024-01-03T17:00:00,DE,613.409973,82.279999
2024-01-03 17:00:00,2024-01-03T18:00:00,DE,618.549988,82.970001
2024-01-03 18:00:00,2024-01-03T19:00:00,DE,589.179993,79.029999
2024-01-03 19:00:00,2024-01-03T20:00:00,DE,545.940002,73.230003
2024-01-03 20:00:00,2024-01-03T21:00:00,DE,502.549988,67.410004
