TimeUTC,TimeDK,PriceArea,UpDemandMW,UpProcuredMW,UpPriceEUR,UpPriceDKK,DownDemandMW,DownProcuredMW,DownPriceEUR,DownPriceDKK
2025-01-01 00:00:00,2025-01-01T01:00:00,DK1,,101.0,2.41,17.9786,,100.0,1.88,14.0248
2025-01-01 01:00:00,2025-01-01T02:00:00,DK1,,101.0,2.41,17.9786,,100.0,3.32,24.7672
2025-01-01 02:00:00,2025-01-01T03:00:00,DK1,,101.0,2.41,17.9786,,100.0,7.15,53.339
2025-01-01 03:00:00,2025-01-01T04:00:00,DK1,,101.0,2.41,17.9786,,100.0,6.7,49.982
2025-01-01 04:00:00,2025-01-01T05:00:00,DK1,,101.0,2.41,17.9786,,100.0,6.7,49.982
2025-01-01 05:00:00,2025-01-01T06:00:00,DK1,,100.0,1.34,9.9964,,100.0,5.19,38.7174
2025-01-01 06:00:00,2025-01-01T07:00:00,DK1,,100.0,1.34,9.9964,,100.0,2.62,19.5452
2025-01-01 07:00:00,2025-01-01T08:00:00,DK1,,100.0,2.01,14.9946,,100.0,1.74,12.9804
2025-01-01 08:00:00,2025-01-01T09:00:00,DK1,,100.0,2.01,14.9946,,100.0,1.88,14.0248
2025-01-01 09:00:00,2025-01-01T10:00:00,DK1,,100.0,1.34,9.9964,,100.0,1.61,12.0106
2025-01-01 10:00:00,2025-01-01T11:00:00,DK1,,100.0,1.34,9.9964,,100.0,1.74,12.9804
2025-01-01 11:00:00,2025-01-01T12:00:00,DK1,,100.0,1.34,9.9964,,100.0,1.88,14.0248
2025-01-01 12:00:00,2025-01-01T13:00:00,DK1,,100.0,1.34,9.9964,,100.0,1.74,12.9804
2025-01-01 13:00:00,2025-01-01T14:00:00,DK1,,100.0,2.41,17.9786,,100.0,1.88,14.0248
2025-01-01 14:00:00,2025-01-01T15:00:00,DK1,,100.0,2.41,17.9786,,100.0,1.61,12.0106
2025-01-01 15:00:00,2025-01-01T16:00:00,DK1,,100.0,4.41,32.8986,,100.0,1.61,12.0106
2025-01-01 16:00:00,2025-01-01T17:00:00,DK1,,100.0,4.41,32.8986,,100.0,1.61,12.0106
2025-01-01 17:00:00,2025-01-01T18:00:00,DK1,,100.0,5.36,39.9856,,100.0,1.88,14.0248
2025-01-01 18:00:00,2025-01-01T19:00:00,DK1,,100.0,5.36,39.9856,,100.0,1.61,12.0106
2025-01-01 19:00:00,2025-01-01T20:00:00,DK1,,101.0,4.0,29.84,,100.0,1.88,14.0248
2025-01-01 20:00:00,2025-01-01T21:00:00,DK1,,100.0,4.69,34.9874,,100.0,1.74,12.9804
2025-01-01 21:00:00,2025-01-01T22:00:00,DK1,,100.0,4.69,34.9874,,100.0,1.61,12.0106
2025-01-01 22:00:00,2025-01-01T23:00:00,DK1,,100.0,4.69,34.9874,,100.0,1.61,12.0106
2025-01-01 23:00:00,2025-01-02T00:00:00,DK1,,100.0,6.7,49.97061,,100.0,1.74,12.977442
2025-01-02 00:00:00,2025-01-02T01:00:00,DK1,,100.0,6.7,49.97061,,100.0,1.74,12.977442
2025-01-02 01:00:00,2025-01-02T02:00:00,DK1,,100.0,6.7,49.97061,,100.0,1.88,14.021604
2025-01-02 02:00:00,2025-01-02T03:00:00,DK1,,100.0,6.7,49.97061,,100.0,1.61,12.007863
2025-01-02 03:00:00,2025-01-02T04:00:00,DK1,,100.0,6.0,44.7498,,100.0,1.61,12.007863
2025-01-02 04:00:00,2025-01-02T05:00:00,DK1,,100.0,8.0,59.6664,,100.0,1.61,12.007863
2025-01-02 05:00:00,2025-01-02T06:00:00,DK1,,100.0,57.1,425.86893,,100.0,1.61,12.007863
2025-01-02 06:00:00,2025-01-02T07:00:00,DK1,,100.0,56.57,421.916031,,100.0,1.61,12.007863
2025-01-02 07:00:00,2025-01-02T08:00:00,DK1,,100.0,66.37,495.007371,,100.0,1.74,12.977442
2025-01-02 08:00:00,2025-01-02T09:00:00,DK1,,100.0,67.87,506.194821,,100.0,1.88,14.021604
2025-01-02 09:00:00,2025-01-02T10:00:00,DK1,,100.0,56.32,420.051456,,100.0,1.88,14.021604
2025-01-02 10:00:00,2025-01-02T11:00:00,DK1,,100.0,60.61,452.047563,,100.0,1.74,12.977442
2025-01-02 11:00:00,2025-01-02T12:00:00,DK1,,100.0,60.61,452.047563,,100.0,1.88,14.021604
2025-01-02 12:00:00,2025-01-02T13:00:00,DK1,,100.0,49.0,365.4567,,100.0,1.88,14.021604
2025-01-02 13:00:00,2025-01-02T14:00:00,DK1,,100.0,49.0,365.4567,,100.0,1.61,12.007863
2025-01-02 14:00:00,2025-01-02T15:00:00,DK1,,100.0,56.32,420.051456,,100.0,1.74,12.977442
2025-01-02 15:00:00,2025-01-02T16:00:00,DK1,,100.0,56.32,420.051456,,100.0,1.74,12.977442
2025-01-02 16:00:00,2025-01-02T17:00:00,DK1,,100.0,67.04,500.004432,,100.0,1.88,14.021604
2025-01-02 17:00:00,2025-01-02T18:00:00,DK1,,100.0,56.32,420.051456,,100.0,1.74,12.977442
2025-01-02 18:00:00,2025-01-02T19:00:00,DK1,,100.0,56.32,420.051456,,100.0,1.47,10.963701
2025-01-02 19:00:00,2025-01-02T20:00:00,DK1,,100.0,25.88,193.020804,,100.0,1.74,12.977442
2025-01-02 20:00:00,2025-01-02T21:00:00,DK1,,100.0,17.0,126.7911,,100.0,1.61,12.007863
2025-01-02 21:00:00,2025-01-02T22:00:00,DK1,,100.0,26.82,200.031606,,100.0,1.61,12.007863
2025-01-02 22:00:00,2025-01-02T23:00:00,DK1,,100.0,17.0,126.7911,,100.0,1.74,12.977442
2025-01-02 23:00:00,2025-01-03T00:00:00,DK1,,100.0,27.0,201.4173,,100.0,1.34,9.996266
2025-01-03 00:00:00,2025-01-03T01:00:00,DK1,,100.0,27.0,201.4173,,100.0,1.34,9.996266
2025-01-03 01:00:00,2025-01-03T02:00:00,DK1,,100.0,16.99,126.743701,,100.0,1.34,9.996266
2025-01-03 02:00:00,2025-01-03T03:00:00,DK1,,100.0,17.0,126.8183,,100.0,1.34,9.996266
2025-01-03 03:00:00,2025-01-03T04:00:00,DK1,,100.0,17.06,127.265894,,100.0,1.34,9.996266
2025-01-03 04:00:00,2025-01-03T05:00:00,DK1,,100.0,17.5,130.54825,,100.0,1.34,9.996266
2025-01-03 05:00:00,2025-01-03T06:00:00,DK1,,100.0,28.83,215.068917,,100.0,1.47,10.966053
2025-01-03 06:00:00,2025-01-03T07:00:00,DK1,,100.0,53.82,401.491818,,100.0,1.34,9.996266
2025-01-03 07:00:00,2025-01-03T08:00:00,DK1,,100.0,80.46,600.223554,,100.0,1.61,12.010439
2025-01-03 08:00:00,2025-01-03T09:00:00,DK1,,100.0,80.46,600.223554,,100.0,1.47,10.966053
2025-01-03 09:00:00,2025-01-03T10:00:00,DK1,,100.0,91.31,681.163469,,100.0,1.34,9.996266
2025-01-03 10:00:00,2025-01-03T11:00:00,DK1,,100.0,52.39,390.824161,,100.0,1.47,10.966053
2025-01-03 11:00:00,2025-01-03T12:00:00,DK1,,100.0,52.14,388.959186,,100.0,1.47,10.966053
2025-01-03 12:00:00,2025-01-03T13:00:00,DK1,,100.0,38.88,290.040912,,100.0,1.47,10.966053
2025-01-03 13:00:00,2025-01-03T14:00:00,DK1,,100.0,34.02,253.785798,,100.0,1.34,9.996266
2025-01-03 14:00:00,2025-01-03T15:00:00,DK1,,100.0,56.77,423.498523,,100.0,1.47,10.966053
2025-01-03 15:00:00,2025-01-03T16:00:00,DK1,,100.0,66.98,499.664102,,100.0,1.47,10.966053
2025-01-03 16:00:00,2025-01-03T17:00:00,DK1,,100.0,100.51,749.794549,,100.0,1.47,10.966053
2025-01-03 17:00:00,2025-01-03T18:00:00,DK1,,100.0,102.95,767.996705,,100.0,1.34,9.996266
2025-01-03 18:00:00,2025-01-03T19:00:00,DK1,,100.0,80.46,600.223554,,100.0,1.61,12.010439
2025-01-03 19:00:00,2025-01-03T20:00:00,DK1,,100.0,59.79,446.027421,,100.0,1.47,10.966053
2025-01-03 20:00:00,2025-01-03T21:00:00,DK1,,100.0,45.75,341.290425,,100.0,1.34,9.996266
2025-01-03 21:00:00,2025-01-03T22:00:00,DK1,,100.0,40.23,300.111777,,100.0,1.74,12.980226
2025-01-03 22:00:00,2025-01-03T23:00:00,DK1,,100.0,44.45,331.592555,,100.0,1.61,12.010439
2025-01-03 23:00:00,2025-01-04T00:00:00,DK1,,100.0,47.0,350.6153,,100.0,12.33,91.980567
2025-01-04 00:00:00,2025-01-04T01:00:00,DK1,,100.0,47.2,352.10728,,100.0,13.14,98.023086
2025-01-04 01:00:00,2025-01-04T02:00:00,DK1,,100.0,47.2,352.10728,,100.0,13.27,98.992873
2025-01-04 02:00:00,2025-01-04T03:00:00,DK1,,100.0,47.2,352.10728,,100.0,13.94,103.991006
2025-01-04 03:00:00,2025-01-04T04:00:00,DK1,,100.0,47.2,352.10728,,100.0,11.39,84.968261
2025-01-04 04:00:00,2025-01-04T05:00:00,DK1,,100.0,47.2,352.10728,,100.0,11.8,88.02682
2025-01-04 05:00:00,2025-01-04T06:00:00,DK1,,100.0,63.3,472.21167,,100.0,12.06,89.966394
2025-01-04 06:00:00,2025-01-04T07:00:00,DK1,,100.0,74.45,555.389555,,100.0,1.47,10.966053
2025-01-04 07:00:00,2025-01-04T08:00:00,DK1,,100.0,76.41,570.010959,,100.0,1.61,12.010439
2025-01-04 08:00:00,2025-01-04T09:00:00,DK1,,100.0,75.89,566.131811,,100.0,1.74,12.980226
2025-01-04 09:00:00,2025-01-04T10:00:00,DK1,,100.0,72.62,541.737938,,100.0,1.74,12.980226
2025-01-04 10:00:00,2025-01-04T11:00:00,DK1,,100.0,67.32,502.200468,,100.0,1.88,14.024612
2025-01-04 11:00:00,2025-01-04T12:00:00,DK1,,100.0,70.62,526.818138,,100.0,1.74,12.980226
2025-01-04 12:00:00,2025-01-04T13:00:00,DK1,,100.0,71.12,530.548088,,100.0,1.61,12.010439
2025-01-04 13:00:00,2025-01-04T14:00:00,DK1,,100.0,70.94,529.205306,,100.0,1.47,10.966053
2025-01-04 14:00:00,2025-01-04T15:00:00,DK1,,100.0,76.12,567.847588,,100.0,1.74,12.980226
2025-01-04 15:00:00,2025-01-04T16:00:00,DK1,,100.0,91.87,685.341013,,100.0,1.47,10.966053
2025-01-04 16:00:00,2025-01-04T17:00:00,DK1,,100.0,98.97,738.306303,,100.0,1.74,12.980226
2025-01-04 17:00:00,2025-01-04T18:00:00,DK1,,100.0,99.96,745.691604,,100.0,1.88,14.024612
2025-01-04 18:00:00,2025-01-04T19:00:00,DK1,,100.0,93.87,700.260813,,100.0,1.74,12.980226
2025-01-04 19:00:00,2025-01-04T20:00:00,DK1,,100.0,80.46,600.223554,,100.0,1.61,12.010439
2025-01-04 20:00:00,2025-01-04T21:00:00,DK1,,100.0,63.02,470.122898,,100.0,1.88,14.024612
2025-01-04 21:00:00,2025-01-04T22:00:00,DK1,,100.0,60.62,452.219138,,100.0,5.36,39.985064
2025-01-04 22:00:00,2025-01-04T23:00:00,DK1,,100.0,60.62,452.219138,,100.0,12.33,91.980567
2025-01-04 23:00:00,2025-01-05T00:00:00,DK1,,100.0,54.7,408.05653,,100.0,2.41,17.978359
2025-01-05 00:00:00,2025-01-05T01:00:00,DK1,,100.0,61.4,458.03786,,100.0,12.47,93.024953
2025-01-05 01:00:00,2025-01-05T02:00:00,DK1,,100.0,77.07,574.934493,,100.0,12.87,96.008913
2025-01-05 02:00:00,2025-01-05T03:00:00,DK1,,100.0,42.63,318.015537,,100.0,14.08,105.035392
2025-01-05 03:00:00,2025-01-05T04:00:00,DK1,,100.0,42.63,318.015537,,100.0,12.47,93.024953
2025-01-05 04:00:00,2025-01-05T05:00:00,DK1,,100.0,28.35,211.488165,,100.0,13.67,101.976833
2025-01-05 05:00:00,2025-01-05T06:00:00,DK1,,100.0,36.9,275.27031,,100.0,12.87,96.008913
2025-01-05 06:00:00,2025-01-05T07:00:00,DK1,,100.0,40.22,300.037178,,100.0,12.2,91.01078
2025-01-05 07:00:00,2025-01-05T08:00:00,DK1,,100.0,45.48,339.276252,,100.0,12.33,91.980567
2025-01-05 08:00:00,2025-01-05T09:00:00,DK1,,100.0,59.79,446.027421,,100.0,11.66,86.982434
2025-01-05 09:00:00,2025-01-05T10:00:00,DK1,,100.0,58.96,439.835704,,100.0,5.36,39.985064
2025-01-05 10:00:00,2025-01-05T11:00:00,DK1,,100.0,58.72,438.045328,,100.0,2.41,17.978359
2025-01-05 11:00:00,2025-01-05T12:00:00,DK1,,100.0,59.98,447.444802,,100.0,2.28,17.008572
2025-01-05 12:00:00,2025-01-05T13:00:00,DK1,,100.0,41.8,311.82382,,100.0,2.55,19.022745
2025-01-05 13:00:00,2025-01-05T14:00:00,DK1,,100.0,30.59,228.198341,,100.0,2.14,15.964186
2025-01-05 14:00:00,2025-01-05T15:00:00,DK1,,100.0,30.83,229.988717,,100.0,2.41,17.978359
2025-01-05 15:00:00,2025-01-05T16:00:00,DK1,,100.0,30.83,229.988717,,100.0,2.55,19.022745
2025-01-05 16:00:00,2025-01-05T17:00:00,DK1,,100.0,30.16,224.990584,,100.0,2.14,15.964186
2025-01-05 17:00:00,2025-01-05T18:00:00,DK1,,100.0,25.08,187.094292,,100.0,2.28,17.008572
2025-01-05 18:00:00,2025-01-05T19:00:00,DK1,,100.0,21.31,158.970469,,100.0,2.55,19.022745
2025-01-05 19:00:00,2025-01-05T20:00:00,DK1,,100.0,13.4,99.96266,,100.0,2.28,17.008572
2025-01-05 20:00:00,2025-01-05T21:00:00,DK1,,100.0,10.46,78.030554,,100.0,2.28,17.008572
2025-01-05 21:00:00,2025-01-05T22:00:00,DK1,,100.0,12.73,94.964527,,100.0,2.14,15.964186
2025-01-05 22:00:00,2025-01-05T23:00:00,DK1,,100.0,8.11,60.499789,,100.0,2.14,15.964186
2025-01-05 23:00:00,2025-01-06T00:00:00,DK1,,100.0,6.7,49.97597,,100.0,2.41,17.976431
2025-01-06 00:00:00,2025-01-06T01:00:00,DK1,,100.0,13.4,99.95194,,100.0,2.28,17.006748
2025-01-06 01:00:00,2025-01-06T02:00:00,DK1,,100.0,13.4,99.95194,,100.0,2.28,17.006748
2025-01-06 02:00:00,2025-01-06T03:00:00,DK1,,100.0,13.4,99.95194,,100.0,2.68,19.990388
2025-01-06 03:00:00,2025-01-06T04:00:00,DK1,,100.0,13.4,99.95194,,100.0,2.55,19.020705
2025-01-06 04:00:00,2025-01-06T05:00:00,DK1,,100.0,6.7,49.97597,,100.0,2.28,17.006748
2025-01-06 05:00:00,2025-01-06T06:00:00,DK1,,100.0,13.4,99.95194,,100.0,2.15,16.037065
